"Player","Hands","BB/100","VPIP","CC 2Bet PF","PFR","3Bet F","Fold to 3Bet","Flop AF","Donk F","CBet F","Fold to F CBet","XR Flop","Bet T","Bet R","Call R Bet","WTSD %","WSD"
"Dead$$$3622","5,843","-29.53","56.00","36.50","23.96","5.97","46.75","2.25","18.01","66.67","55.12","4.25","47.31","42.08","34.49","26.15","45.57"
"dead$don1968","6,650","-28.70","47.96","29.71","10.19","4.84","59.93","2.07","22.41","89.05","44.64","13.09","56.46","45.74","40.59","36.13","44.48"
"DeadcanZ","1,694","-90.35","56.43","47.31","10.15","13.33","47.06","1.00","0.62","61.70","52.25","2.40","36.74","36.93","32.28","31.13","40.20"
"deadcat65","108,973","-2.58","17.46","6.69","11.25","13.59","80.38","2.33","0.65","67.61","53.17","5.01","30.30","27.15","29.32","26.58","54.38"
"DeadChipz07","825","-53.58","35.70","18.49","4.23","0.00","76.32","0.95","15.38","86.67","37.50","1.23","26.75","42.24","48.15","37.33","40.18"
"deadheads9","923","11.30","32.75","16.30","7.58","0.00","65.38","2.47","26.32","87.50","68.42","0.00","40.56","32.79","25.00","30.99","58.49"
"deadinaditch@PS","3,444","2.29","24.91","5.88","21.45","24.00","63.69","2.78","2.63","67.73","34.18","5.59","27.23","25.48","38.36","33.96","53.85"
"deadman icu","27,922","-12.24","32.96","17.39","2.77","7.49","85.31","3.36","15.78","75.59","71.97","4.39","41.95","28.87","21.52","24.48","55.31"
"DeadMoney1523","1,830","-57.68","40.45","18.81","20.01","4.00","67.27","2.74","13.41","78.62","46.51","3.94","47.12","42.53","45.16","25.55","40.40"
"DeadMoney1963","40,109","-10.22","47.77","28.64","15.45","9.27","73.57","2.16","4.20","69.68","45.39","10.21","33.74","25.18","39.87","30.46","52.03"
"Deadmoney484","4,175","15.89","27.37","16.27","14.39","4.00","75.00","1.57","2.70","58.93","55.49","2.65","22.75","21.73","34.81","30.43","60.37"
"DeadMoneyAces","548","-239.06","39.37","23.68","16.88","0.00","34.38","2.51","48.65","83.67","34.62","10.71","39.34","68.48","30.56","39.42","28.42"
"deadpoet1980","22,483","-18.43","42.14","31.78","3.65","8.14","84.34","1.63","15.13","58.50","45.63","3.70","35.33","50.20","20.72","25.67","53.27"
"Deadpoole11","2,224","-18.61","41.37","22.86","19.61","23.26","50.77","4.79","44.76","69.19","40.87","12.96","63.74","61.22","33.82","27.32","43.75"
"deadtosolve","12,793","3.26","35.96","12.23","25.70","9.57","55.62","2.39","2.31","68.44","45.37","7.69","39.17","34.80","41.45","31.66","45.87"
"Deadzer000","12,524","-10.50","29.46","7.42","19.44","8.00","49.69","1.74","4.47","64.59","46.33","6.74","41.74","41.19","33.97","29.08","53.07"
"deak23","6,118","-41.10","27.04","16.11","6.67","18.18","59.57","1.91","28.09","52.78","53.49","0.54","21.97","24.86","33.78","31.52","53.34"
"deakid007","2,631","-51.49","59.00","33.20","13.59","17.86","50.70","2.75","5.47","86.96","49.26","24.71","42.24","30.49","20.83","31.93","46.71"
"dealem1958","1,486","-17.55","43.83","41.46","9.35","0.00","37.74","1.42","14.55","59.26","62.24","3.13","26.99","27.60","23.64","28.26","53.33"
"Deanoooo1","2,225","-31.60","64.71","29.77","22.98","7.06","48.00","4.24","39.84","93.45","59.41","6.02","61.00","40.71","20.42","29.24","46.70"
"deans999","17,557","14.14","25.16","7.52","22.49","5.20","69.30","3.48","2.30","75.33","50.92","3.22","36.50","29.50","35.59","26.44","57.46"
"Death_or_gloy","610","-206.95","65.67","58.82","23.54","0.00","10.64","2.41","47.83","71.25","43.10","0.00","53.99","48.91","26.67","35.18","36.30"
"DeathOrder66","872","-34.01","40.56","13.79","34.23","8.33","50.00","4.11","14.89","71.97","59.46","12.20","56.76","51.52","40.48","31.06","45.05"
"Deathray69","521","15.87","53.89","22.03","12.84","22.22","53.66","2.40","12.68","75.00","46.15","11.11","50.00","40.00","26.92","34.59","45.65"
"DeathRowRecordz","515","-14.37","36.07","12.70","17.64","55.56","66.67","2.55","2.13","74.19","51.35","6.67","27.78","34.15","28.57","31.72","47.83"
"debellonia","615","-123.55","89.52","71.76","37.67","11.54","21.43","1.77","19.71","68.63","26.61","8.24","39.77","47.02","36.07","35.44","35.12"
"Debiaci82","1,380","-27.48","48.51","33.57","5.37","0.00","56.00","0.94","14.47","43.33","51.03","2.63","26.59","23.87","33.98","31.52","50.70"
"DebMPoker","19,924","-128.48","56.82","36.38","27.35","7.16","27.47","1.74","41.46","64.81","43.46","3.12","43.51","43.09","46.58","38.06","41.71"
"debo8451","3,334","3.01","33.52","26.14","9.45","0.00","76.57","1.68","4.21","71.07","45.52","6.88","48.90","34.39","52.85","28.07","53.85"
"Decapitator2020","17,233","3.75","27.53","16.34","13.22","6.10","56.09","2.96","7.34","71.05","64.78","4.84","25.24","20.48","35.80","28.59","57.15"
"decayagent","743","-49.42","36.55","15.79","25.31","7.14","55.56","1.90","10.81","75.27","44.74","10.64","35.11","32.94","34.69","29.89","51.28"
"Deccadent","909","27.35","29.75","25.56","5.27","7.14","69.23","1.55","11.63","95.83","46.81","1.18","46.62","50.00","44.44","26.14","54.65"
"DeceptionPt","2,866","4.24","24.09","12.75","16.11","5.26","62.66","1.72","0.88","67.20","32.11","6.40","50.17","37.89","40.63","25.75","44.93"
"Deciduou$","2,959","-13.36","43.07","27.27","18.67","8.89","66.67","2.28","16.67","64.12","58.93","2.06","31.01","38.92","18.57","22.04","46.62"
"DecimalDust","1,216","-32.21","30.55","18.39","12.24","0.00","92.31","2.97","14.77","55.00","58.46","11.67","39.26","41.94","58.62","26.62","48.65"
"deckerg","1,567","-28.22","44.18","19.43","16.89","36.84","47.30","1.76","15.52","60.14","41.28","6.77","33.97","41.71","35.05","33.75","43.52"
"deckersbows","1,872","70.35","37.41","24.18","3.25","19.35","60.00","0.90","9.84","53.33","58.47","5.13","20.15","30.21","53.28","36.55","54.79"
"Decko2k","1,407","-100.95","73.93","58.20","9.02","4.29","37.35","1.59","38.81","88.73","54.88","2.14","51.02","54.95","47.93","38.00","37.59"
"decnol","718","-67.29","44.70","32.00","20.51","0.00","61.76","2.71","15.49","78.87","47.17","7.81","45.70","37.23","27.78","26.20","35.21"
"decomposition13","514","-37.28","46.43","44.19","5.95","5.88","54.55","1.35","30.23","68.42","61.54","3.57","43.31","44.44","42.11","28.26","35.90"
"dedmanzhand420","962","49.67","29.92","18.75","9.51","0.00","68.57","5.67","16.67","72.22","48.28","7.27","55.81","50.00","33.33","28.77","46.34"
"dedsirius2","696","-43.95","36.99","22.03","10.09","9.09","65.00","2.67","9.68","70.73","62.16","1.67","33.83","36.47","21.05","25.17","47.30"
"DeeBrown777","34,528","-1.05","32.82","20.49","20.31","7.50","63.19","1.96","5.12","48.59","55.01","6.80","28.12","22.98","31.61","27.90","53.71"
"Deebsdawg","3,769","-4.10","37.93","23.67","16.41","9.09","53.15","2.10","9.85","67.53","37.91","11.40","31.42","34.03","40.11","30.38","48.84"
"DeeezzzNuts092","8,919","-13.19","33.24","17.00","11.93","0.93","69.93","2.76","22.18","93.08","46.24","2.96","63.79","53.28","31.25","22.74","38.83"
"DeeFlo22","35,533","-21.05","49.15","32.87","1.17","10.91","67.64","0.58","4.76","78.75","53.05","2.95","26.84","38.99","29.15","32.14","45.77"
"DeeMarie9876","628","-75.64","55.11","33.96","1.14","0.00","54.55","0.75","27.71","0.00","66.18","2.35","52.60","62.02","39.62","33.95","40.63"
"deeogg13","2,584","-10.82","47.73","38.17","12.54","11.32","43.90","1.05","5.41","53.85","46.41","9.81","43.07","31.68","50.96","35.25","46.45"
"deep259","979","-47.32","47.69","29.41","1.68","0.00","65.12","0.29","1.48","85.71","30.63","2.29","11.15","19.83","43.69","49.26","53.65"
"deephaven2","2,200","22.87","34.02","25.42","10.34","0.00","58.82","1.79","12.86","61.67","39.42","10.78","28.80","40.81","32.67","31.22","50.42"
"deephouse412","2,880","-53.78","53.74","32.80","11.86","5.88","48.45","1.27","14.54","62.50","37.29","7.45","40.08","52.40","30.77","28.48","42.58"
"deepnuttz188","517","-226.81","73.28","35.29","26.63","0.00","35.71","1.74","16.67","51.32","42.86","5.56","31.64","37.96","28.33","26.16","42.71"
"deepstacker74","8,961","-13.89","41.70","27.72","9.89","1.90","55.96","1.23","2.83","80.05","46.84","2.48","32.80","26.50","36.47","28.81","52.34"
"deepwoodshunter","1,747","-26.00","43.87","36.57","2.41","7.41","70.83","1.30","8.59","84.00","65.91","1.06","27.78","16.41","29.91","29.01","55.34"
"DEERPARK100%","15,483","-26.66","37.94","30.46","14.09","21.85","52.66","1.32","5.44","47.20","53.98","2.94","36.96","45.02","28.31","27.99","46.88"
"deerslayr9","1,291","-98.74","36.39","18.92","3.03","0.00","61.11","0.85","2.08","65.00","30.95","13.10","54.09","53.80","38.46","30.86","46.84"
"deerstalker67","1,540","-65.43","49.97","40.59","7.01","0.00","54.41","1.40","11.89","69.12","48.80","4.14","33.75","36.15","43.69","39.74","50.00"
"deertodd66","700","-68.57","69.02","58.54","10.88","11.54","30.43","0.57","15.56","47.83","47.19","0.74","23.90","34.97","26.09","31.90","50.31"
"Deeters91","1,611","53.16","50.09","35.21","5.13","8.11","66.67","1.80","11.28","85.71","57.76","2.38","46.98","48.33","27.66","30.65","52.55"
"deets141","564","-155.11","62.88","50.00","12.84","9.09","34.62","1.69","33.77","65.00","61.82","3.33","66.15","58.09","46.03","38.33","39.13"
"Deez7777","905","-5.91","37.18","5.48","23.99","0.00","51.22","3.07","8.00","71.58","50.00","4.84","28.31","26.21","29.63","31.40","48.74"
"deezelapplebags","3,248","-22.75","44.62","25.97","23.33","28.57","49.14","2.26","6.51","71.93","29.80","13.78","38.01","34.55","35.66","34.31","49.06"
"DeezFatNutters","6,319","-49.48","50.32","32.52","10.85","6.72","62.33","2.01","29.05","71.74","47.08","2.54","26.32","10.61","29.47","30.44","47.34"
"DeezFUPAz","1,255","-16.46","35.62","21.62","11.37","17.65","37.14","1.40","5.41","61.64","51.67","4.59","32.46","26.14","25.33","32.64","48.08"
"Deeznizutz","2,105","-34.18","40.62","28.10","3.64","7.14","62.35","0.43","1.10","25.64","61.05","7.08","10.00","33.54","21.49","33.67","56.38"
"deeznizzies24","3,906","2.42","30.54","18.64","14.22","15.38","65.00","2.47","1.87","85.38","58.12","4.38","37.17","25.19","52.60","32.06","50.65"
"Deeznuts378","2,154","-39.22","80.11","72.08","12.77","1.61","32.48","0.89","11.72","70.39","39.66","1.91","33.12","31.89","43.58","39.72","45.76"
"Default-gateway","4,979","-16.08","24.52","13.90","6.49","14.04","67.33","2.67","24.78","86.83","54.22","4.26","43.48","51.26","31.14","24.15","45.18"
"deFy_DeKy","20,527","-9.68","37.26","25.82","15.24","9.52","57.92","2.08","26.03","56.43","52.04","5.76","34.10","37.46","29.81","29.38","48.50"
"deg688","7,937","16.93","35.60","25.78","3.47","4.96","68.53","2.35","21.95","75.13","60.20","2.79","47.19","41.15","18.10","22.87","51.65"
"degeki22","13,729","-0.79","28.38","15.83","15.89","6.93","64.54","1.26","10.47","39.32","52.10","2.80","35.77","38.66","30.71","28.62","53.06"
"Degen Daytrader","27,140","-5.82","34.05","27.29","15.82","5.52","50.88","1.18","11.52","40.42","55.56","2.66","30.49","39.05","34.64","30.23","48.20"
"degener8gmblr1","889","-30.01","58.19","51.58","23.60","12.50","26.42","1.08","2.27","65.35","36.36","7.07","28.21","34.73","30.26","31.97","47.97"
"degenerate412","539","-147.12","67.42","72.73","18.30","0.00","38.89","0.76","8.33","53.66","32.00","2.11","32.58","38.98","42.11","34.02","35.34"
"Degenerate67","68,982","-1.85","23.64","13.65","14.06","9.79","72.45","1.34","1.19","52.77","52.07","3.33","23.86","24.07","40.07","33.26","58.37"
"degeneratechubb","5,623","-29.83","36.04","26.73","8.57","5.56","59.65","1.26","12.35","71.68","55.20","4.09","32.41","34.70","36.88","31.27","49.85"
"DegenGamb467","1,497","-215.72","78.48","38.94","49.22","8.51","26.96","3.68","51.88","68.51","47.83","5.17","45.22","28.52","44.44","35.31","35.81"
"Deggs2","3,862","-22.35","36.15","22.12","3.32","6.98","66.67","0.48","0.81","64.91","40.55","1.11","21.03","21.61","39.20","36.93","50.17"
"dehavenghost777","40,151","-30.42","48.93","46.56","14.27","7.82","52.60","1.17","3.63","67.99","41.01","9.44","44.73","38.45","43.62","31.48","45.81"
"dehughey","1,518","-89.70","50.20","34.45","13.28","6.06","44.83","1.33","26.67","51.72","60.61","1.14","21.04","23.02","32.03","30.98","47.64"
"dejounl15","4,679","-86.79","54.84","44.92","6.80","5.26","48.66","1.51","27.03","81.88","55.03","1.44","36.93","39.45","29.39","30.61","39.09"
"deke423","16,889","-4.51","29.83","15.34","11.03","5.46","61.28","3.90","43.39","76.97","67.86","2.84","55.85","57.31","25.24","25.54","51.23"
"Dekline22","1,798","6.76","40.65","24.65","3.31","12.50","60.94","1.73","28.68","62.16","51.72","0.86","43.88","45.80","37.74","31.84","49.56"
"delasean85400","22,602","5.57","28.93","5.15","19.67","3.03","62.74","2.35","0.41","67.05","37.69","5.53","29.89","29.07","45.83","31.75","53.49"
"DelBaggio69","2,535","-57.73","56.76","41.60","23.15","20.00","53.61","1.17","1.39","38.38","41.16","10.68","32.01","55.76","45.08","33.91","45.52"
"DelcoB","6,395","-44.01","54.81","41.63","15.07","10.66","57.06","1.64","27.70","72.86","27.32","6.50","57.69","53.92","35.45","29.85","42.51"
"delcobillsir","2,938","-19.44","31.61","23.01","14.70","7.89","36.78","1.22","2.91","64.59","52.63","5.73","31.30","42.53","39.39","30.03","52.06"
"DelcoDes","2,919","-62.74","76.97","60.36","27.84","8.00","38.26","3.85","34.51","79.33","72.12","3.27","55.84","64.58","21.43","20.01","32.23"
"Delcophil610","2,345","-27.14","30.92","26.91","16.40","5.56","50.96","1.25","1.34","57.97","53.73","0.50","30.39","24.61","36.94","29.95","50.66"
"delfamdelfam","6,848","1.95","22.47","8.99","14.66","13.19","60.98","5.87","33.83","76.74","61.82","3.51","35.49","36.61","38.28","28.41","53.02"
"DellaP13","4,746","-0.75","33.37","21.51","8.11","18.18","73.87","1.27","9.26","50.00","58.68","3.31","24.27","18.36","41.38","33.51","55.95"
"dellum333","16,534","-13.83","47.75","39.22","9.81","8.33","68.63","1.10","0.91","65.47","37.57","5.78","38.13","37.94","45.38","32.01","50.20"
"delmer46","617","-75.14","53.65","32.14","11.81","0.00","46.15","2.23","25.00","76.09","46.67","10.20","52.15","66.90","33.33","34.94","38.79"
"DeLo1977","3,531","-39.35","35.32","25.89","14.77","8.82","68.08","1.66","3.92","81.70","44.49","1.12","33.73","23.97","44.97","32.17","49.57"
"DeltaChi74","2,435","44.96","29.90","11.11","19.35","14.29","41.41","1.67","0.00","67.32","50.00","2.89","42.86","49.12","30.43","34.20","51.91"
"deltarider2","587","-91.69","71.50","69.81","2.42","0.00","22.22","0.07","0.00","0.00","45.10","0.85","4.29","11.29","37.29","43.74","56.80"
"Demergency","100,377","6.66","25.87","2.49","21.33","7.34","76.00","2.32","1.11","56.09","43.68","12.87","34.52","37.05","33.19","30.48","54.29"
"demetri148","605","-101.32","29.44","10.00","9.14","28.57","29.63","2.82","47.37","66.67","33.33","6.25","34.78","28.57","62.50","39.71","48.15"
"DEMKOyvr","825","-165.44","39.53","24.14","24.29","11.76","47.50","2.62","6.56","91.49","39.34","17.74","51.88","47.56","12.12","25.67","32.47"
"demon95976","670","-33.01","71.69","46.97","33.49","8.33","25.49","0.62","0.96","34.48","35.24","1.87","29.52","28.00","60.78","47.38","54.81"
"DemonPrinceFTW","712","4.35","66.52","42.00","28.25","12.50","30.51","3.28","26.44","70.97","64.52","1.59","58.16","47.71","43.33","31.14","41.55"
"dems suck01","22,351","-20.39","34.80","26.99","17.57","7.82","43.18","1.66","6.18","67.24","37.43","8.34","34.90","35.25","41.56","31.56","45.41"
"demus10","1,954","-12.88","42.97","37.43","10.06","13.04","53.66","0.81","4.95","43.24","48.80","2.29","20.67","24.84","25.53","31.23","59.22"
"demyon86","1,149","-75.23","67.11","58.89","0.00","3.85","52.94","0.69","13.33","-","76.44","3.69","28.95","47.41","19.79","24.05","48.47"
"dendazen2020","2,066","-27.57","37.64","27.84","13.93","24.00","63.33","1.72","5.70","74.44","42.64","3.51","28.41","26.41","47.17","35.44","46.10"
"Deneerb","1,119","53.57","52.36","25.56","9.92","0.00","40.38","2.20","19.19","66.67","63.75","6.61","41.61","51.37","22.95","23.08","46.38"
"denharr63","4,718","-80.23","61.90","49.85","3.55","4.95","38.73","1.25","40.03","92.22","43.21","2.08","48.20","51.79","50.20","39.04","41.00"
"denimj05","7,847","-43.62","37.71","25.67","17.49","6.16","43.60","1.29","18.37","53.10","42.65","8.10","38.92","40.82","37.48","34.30","45.34"
"denizen145","812","57.29","36.19","22.67","26.12","12.50","61.36","3.80","6.06","58.59","52.50","20.31","36.11","36.36","25.64","28.77","65.48"
"dennis36630","614","-117.95","55.07","32.00","5.74","12.50","55.56","0.60","9.41","75.00","47.44","2.50","34.97","36.69","45.10","39.54","46.38"
"dennisk41988","1,543","-54.09","45.37","33.77","4.63","12.70","47.92","1.82","55.91","70.21","55.79","3.60","44.47","46.83","29.84","35.05","53.76"
"denny1333","21,095","-58.32","55.62","32.91","20.59","14.21","55.01","3.81","38.97","77.02","44.37","13.63","58.73","40.79","26.33","28.02","39.72"
"DennyGreen412","996","-13.84","66.25","41.84","11.84","0.00","50.94","2.00","22.38","59.46","61.11","2.65","38.53","54.88","25.37","28.81","42.25"
"dennypa5168","620","24.19","63.37","44.44","15.37","3.85","24.14","1.35","27.14","66.00","64.81","0.00","29.10","33.58","47.27","33.65","45.07"
"DennyReese278","548","-110.02","75.51","58.46","11.15","0.00","32.35","1.11","31.91","74.36","52.94","0.00","35.41","32.67","41.54","37.86","46.54"
"DennysDem210","594","-16.43","46.74","43.94","7.57","7.69","44.00","1.03","13.24","54.17","52.73","1.69","45.70","42.86","29.41","34.53","48.96"
"dentalfloss1204","672","-44.14","46.00","27.66","4.52","4.76","54.55","0.87","27.08","63.16","47.27","1.33","30.82","44.53","43.55","35.31","38.93"
"Dentoneus","520","-79.45","53.05","45.00","0.99","11.11","68.00","3.32","52.17","75.00","69.23","8.11","40.94","34.12","34.48","27.37","37.33"
"denymacedo16","526","-52.43","53.24","36.07","28.09","0.00","83.33","2.80","6.82","93.88","31.43","30.77","53.64","40.32","21.05","31.55","42.37"
"DepartedDude","12,568","-159.57","55.67","41.35","14.24","13.07","44.14","1.57","8.51","76.31","30.26","15.94","39.30","33.20","39.03","34.05","39.23"
"der5345","528","59.02","56.38","37.25","12.98","22.22","39.29","1.36","13.33","60.00","58.46","9.72","28.15","36.96","48.78","33.23","50.00"
"Derekd12372","3,119","-69.79","68.45","51.07","17.50","17.72","53.21","2.35","20.00","76.49","63.77","2.62","38.36","30.77","29.66","29.11","46.85"
"derklee75","654","-15.27","48.91","25.00","27.50","9.09","55.77","1.94","16.18","60.92","50.82","3.45","45.39","32.26","37.50","32.36","53.93"
"derksr777","3,480","-48.22","54.15","43.49","9.93","5.94","55.95","2.09","24.94","83.68","38.87","6.15","58.30","70.89","38.25","28.36","45.71"
"derrickg21","1,382","9.84","47.11","23.02","8.27","3.03","49.02","1.30","36.19","77.27","51.06","2.03","43.16","42.69","38.30","34.46","43.03"
"dertector","9,062","-3.62","39.62","27.31","7.71","9.90","69.86","1.01","1.17","49.21","50.07","4.39","26.23","24.38","34.83","31.79","52.03"
"Des Sanct1980","27,891","-14.05","41.11","27.62","21.20","10.19","41.62","1.50","4.12","58.88","43.60","5.73","39.61","31.20","36.85","34.92","46.10"
"Descartes'Horse","5,117","-17.79","27.77","17.24","15.99","3.13","54.92","1.32","25.68","43.65","45.15","2.45","34.99","35.54","32.33","31.55","49.44"
"deshanko2994","2,292","-45.39","47.66","29.04","6.11","0.00","70.19","0.91","14.73","57.89","65.40","0.43","32.60","56.91","28.13","21.99","47.06"
