,player,hands,bb_100,vpip,cc_2bet_pf,pfr,3bet_f,fold_to_3bet,flop_af,donk_f,cbet_f,fold_to_f_cbet,xr_flop,bet_t,bet_r,call_r_bet,wtsd,wsd,cluster,cluster_name
4768,DuhDuftds,3431.0,-267.03,71.5,31.72,42.11,14.5,21.26,2.32,48.5,56.99,47.42,6.64,43.96,67.69,30.74,38.49,31.93,3,The Tight Passive
4769,duherro20,41668.0,-3.76,25.58,11.86,17.65,12.66,64.42,2.02,2.47,67.83,40.09,10.19,34.73,32.6,32.64,29.04,52.02,0,The Loose Passive Fish
4770,duhmduhm,2136.0,0.55,26.79,25.87,4.89,6.67,74.24,2.77,22.52,71.19,61.36,0.76,47.04,57.29,25.45,20.25,36.92,5,The Moderate Aggressor
4771,Duie13,1505.0,-48.02,47.54,28.64,16.96,15.79,56.31,4.48,34.06,80.16,67.92,4.49,40.15,43.67,25.4,23.44,38.78,4,The Loose Aggro Fish
4772,Duke-of-Wayne,8451.0,-47.03,45.02,30.67,13.57,5.56,45.24,2.59,35.68,57.89,70.74,0.77,42.42,45.31,26.56,28.4,46.04,4,The Loose Aggro Fish
4773,dukeballer42,2960.0,6.65,34.6,18.95,12.63,3.45,71.65,1.35,1.51,90.0,37.74,3.64,39.75,43.63,36.7,29.57,48.64,5,The Moderate Aggressor
4774,dukee1984,8956.0,-40.28,38.61,26.73,18.53,6.59,42.64,1.13,9.51,47.69,44.03,2.6,28.49,28.34,31.7,33.59,48.42,2,The Hyper-aggro Maniacs
4776,dulu44,22649.0,-40.33,54.66,37.69,9.09,7.06,61.03,0.92,8.31,60.87,39.89,4.04,21.3,32.31,43.42,41.04,48.17,2,The Hyper-aggro Maniacs
4778,Dumbledurrrrr,165913.0,9.26,24.22,4.2,20.69,9.31,73.91,2.27,0.18,49.16,46.9,5.29,36.62,32.85,45.7,31.82,55.89,0,The Loose Passive Fish
4780,DUMPSKI2005,1954.0,-70.31,46.9,30.11,13.56,26.83,49.12,3.94,31.51,92.96,54.61,9.03,60.24,56.54,36.25,26.86,35.29,4,The Loose Aggro Fish
4781,dumpster112,3185.0,-19.67,26.18,21.57,7.01,5.0,70.35,2.09,9.13,56.7,72.95,4.0,27.16,44.8,22.37,25.1,55.08,2,The Hyper-aggro Maniacs
4783,dumptruckD,1670.0,-41.68,58.6,33.55,21.5,20.31,43.33,2.0,37.93,69.27,49.5,3.92,47.87,42.27,29.56,35.3,41.64,4,The Loose Aggro Fish
4784,Dunkelhaus,15782.0,-18.98,37.2,43.21,17.58,9.09,50.19,1.3,3.18,81.37,43.79,2.73,22.24,22.76,24.28,30.37,50.83,2,The Hyper-aggro Maniacs
4785,Dunkleosteus00,1479.0,-25.88,40.25,26.92,16.67,0.0,70.33,1.27,2.54,60.42,42.42,5.3,34.15,29.14,33.87,28.17,57.14,2,The Hyper-aggro Maniacs
4786,Dunne219,10870.0,-8.55,18.36,12.53,6.27,10.77,75.29,2.24,20.51,64.42,59.86,1.67,42.8,46.32,29.95,24.25,52.05,5,The Moderate Aggressor
4787,Dunny2002,13589.0,-13.12,43.35,24.78,11.35,10.53,64.85,1.36,3.23,54.35,55.31,5.56,30.73,18.5,31.91,29.08,50.17,2,The Hyper-aggro Maniacs
4788,Dupress,6536.0,-11.7,31.55,9.45,4.11,2.94,75.69,0.83,7.51,35.43,52.54,1.3,34.24,35.52,49.77,33.84,49.63,0,The Loose Passive Fish
4789,duramaxlbz06,11529.0,-31.87,33.77,29.28,17.11,5.43,53.81,1.66,9.58,73.23,46.39,3.11,33.95,29.16,34.22,27.61,43.69,2,The Hyper-aggro Maniacs
4790,durb281,27269.0,-4.07,24.93,16.35,15.31,13.79,66.12,2.96,18.12,72.14,54.68,3.08,35.94,24.48,32.73,27.8,50.0,0,The Loose Passive Fish
4791,Durge96,1975.0,-89.02,62.71,35.43,14.25,16.07,40.54,2.14,34.59,76.51,51.97,6.82,48.34,50.45,41.48,29.44,34.02,6,The Big-Betting Fish
4794,dustin71111,3319.0,-8.52,46.37,30.93,3.42,9.09,77.6,0.5,2.17,63.64,49.38,3.28,32.34,34.54,41.63,31.8,53.67,0,The Loose Passive Fish
4795,dustinhall15,22513.0,-23.28,37.88,25.93,20.92,10.29,60.92,1.35,12.43,41.07,49.2,2.22,32.48,40.21,34.12,31.53,48.58,2,The Hyper-aggro Maniacs
4798,dustoleum003,7106.0,-3.55,33.48,15.98,10.34,11.67,75.0,2.9,26.09,71.18,55.22,7.46,37.74,35.68,32.12,26.26,47.08,5,The Moderate Aggressor
4800,DustyKitten,17121.0,-20.47,29.82,24.29,17.58,7.69,61.1,1.99,15.04,63.56,43.87,8.08,43.23,39.67,32.65,26.98,43.75,2,The Hyper-aggro Maniacs
4801,DustyMahomes58,9798.0,-39.12,46.02,21.46,20.71,7.07,43.44,1.18,13.13,47.59,33.14,10.7,33.29,39.2,25.83,39.48,49.41,2,The Hyper-aggro Maniacs
4802,DustyV123,1119.0,-163.61,69.43,61.9,8.84,11.43,29.09,0.7,12.8,50.0,45.6,6.79,33.26,53.78,49.38,41.23,38.78,3,The Tight Passive
4803,Dutchill,1164.0,-22.88,50.57,30.97,3.43,7.69,58.14,1.93,14.86,74.07,62.39,4.29,36.49,47.95,16.18,24.08,50.69,5,The Moderate Aggressor
4804,duvalll,1191.0,-43.65,32.53,17.19,3.0,20.0,70.0,2.98,30.95,92.31,68.25,0.0,33.33,45.97,28.57,25.47,51.85,4,The Loose Aggro Fish
4805,duwang180,1834.0,-43.28,48.12,30.17,11.95,9.09,65.71,1.69,20.11,64.65,35.66,11.11,38.52,47.67,28.04,31.86,40.0,1,The Solid Regs
4806,dvairsthidare,100008.0,-5.94,25.5,16.31,12.17,10.44,71.67,1.27,2.87,61.35,44.51,5.34,35.0,23.0,37.81,29.76,57.67,0,The Loose Passive Fish
4807,dvboy21,3890.0,-9.62,30.12,19.02,2.84,10.34,69.18,1.08,26.87,63.79,48.89,4.1,29.29,33.08,48.77,38.72,52.82,0,The Loose Passive Fish
4809,DvilleDave,5765.0,-14.06,41.52,19.43,12.16,2.22,64.29,2.64,7.91,92.41,54.55,10.33,55.54,41.52,40.82,27.7,49.44,5,The Moderate Aggressor
4811,dw866,14091.0,2.57,32.38,14.28,9.14,6.94,70.81,2.18,8.99,87.23,49.08,2.51,50.46,54.83,37.61,27.11,48.03,5,The Moderate Aggressor
4812,Dwainnnn,6354.0,-16.8,32.31,21.06,17.51,8.62,59.81,1.13,6.11,41.76,58.07,4.31,32.16,20.81,36.39,32.68,54.69,2,The Hyper-aggro Maniacs
4815,DwansEyeBrow0,3679.0,-7.57,37.52,23.23,17.25,12.77,65.91,1.77,1.89,70.11,58.78,7.19,41.5,41.64,30.36,22.85,51.97,5,The Moderate Aggressor
4816,dwatters78,1413.0,-31.78,50.84,38.3,9.52,3.33,52.31,1.87,32.85,80.0,51.45,1.52,46.35,38.72,25.88,31.24,48.6,4,The Loose Aggro Fish
4817,dwb413,13260.0,-11.36,30.36,17.57,20.79,5.49,65.01,1.6,4.42,65.68,37.73,6.9,46.44,49.28,35.14,30.47,46.85,5,The Moderate Aggressor
4818,dwgping325,1994.0,2.32,32.65,22.17,16.41,5.88,46.99,1.82,12.5,69.5,55.86,7.27,34.32,32.67,43.28,31.43,52.41,0,The Loose Passive Fish
4819,dwhalenjr,32500.0,-3.13,18.59,10.33,9.71,11.3,64.86,0.81,0.2,61.65,38.43,2.88,24.73,16.13,43.34,37.92,57.18,0,The Loose Passive Fish
4820,dwhite7251,3334.0,-62.7,44.9,27.76,13.12,25.0,48.73,2.1,31.59,47.21,59.43,8.97,34.98,46.13,46.15,37.85,48.17,1,The Solid Regs
4822,DwightScott414,1439.0,-18.38,39.56,27.22,3.98,0.0,61.54,0.7,9.38,82.14,55.91,1.94,23.26,25.91,29.76,30.52,56.35,2,The Hyper-aggro Maniacs
4823,dwighttice24,26275.0,15.27,26.07,12.22,11.14,9.13,68.25,2.08,2.84,62.28,57.43,7.96,42.05,28.78,33.55,26.34,52.11,0,The Loose Passive Fish
4824,DwigtRortugal,1823.0,-1.24,23.93,20.08,14.45,50.0,73.0,2.08,6.45,59.83,54.12,2.04,34.21,23.89,37.84,30.29,55.66,0,The Loose Passive Fish
4826,Dwilling0311,13226.0,16.63,31.11,20.45,17.83,7.94,46.66,1.64,7.56,65.26,43.24,2.52,38.03,34.74,51.27,33.72,47.95,0,The Loose Passive Fish
4827,dwilt5,3761.0,9.07,51.03,33.64,12.56,3.33,67.45,1.77,18.04,67.73,50.42,2.14,41.61,39.57,30.81,25.09,55.78,5,The Moderate Aggressor
4828,dwmiller682,1904.0,-50.25,57.85,41.01,11.58,1.41,34.44,1.95,25.89,84.62,56.59,1.87,45.52,33.24,23.53,28.28,48.8,4,The Loose Aggro Fish
4833,dwrench06,18878.0,-18.99,41.56,31.8,0.53,3.52,74.8,0.17,0.61,31.82,51.49,2.61,31.68,43.53,30.63,33.04,52.52,2,The Hyper-aggro Maniacs
4834,dwright70,132546.0,-3.44,21.61,12.25,14.15,5.49,71.58,1.84,5.9,60.53,51.64,4.38,38.8,37.56,31.31,25.94,53.65,0,The Loose Passive Fish
4835,dwyile,2782.0,-34.55,56.44,30.0,11.39,7.69,41.23,0.9,5.71,95.4,39.52,1.5,48.86,51.89,42.51,34.04,45.16,4,The Loose Aggro Fish
4836,DXcajun,35581.0,-10.09,36.88,37.26,17.72,10.93,50.62,1.26,5.13,71.85,37.92,6.17,32.15,20.08,35.26,33.77,49.02,2,The Hyper-aggro Maniacs
4839,Dy-Nasty-KK,10211.0,-19.85,46.82,35.57,9.83,26.85,63.5,1.67,17.48,76.41,52.72,4.43,31.36,40.5,28.03,31.12,44.27,2,The Hyper-aggro Maniacs
4840,dyarnall,2921.0,-22.71,41.1,26.78,21.23,15.38,60.43,2.22,17.57,56.09,49.45,6.64,37.91,60.75,38.27,30.61,41.44,2,The Hyper-aggro Maniacs
4842,Dylan2G,3652.0,-32.17,30.78,27.84,8.27,20.0,66.96,1.13,15.76,70.69,34.75,5.83,35.28,37.04,47.76,40.13,44.74,2,The Hyper-aggro Maniacs
4844,DylanMcL97,2285.0,-29.37,62.64,48.12,10.31,13.79,53.91,1.28,28.67,65.47,49.79,0.78,49.86,55.8,39.61,35.61,46.91,4,The Loose Aggro Fish
4847,dylanrowe19,1859.0,-56.35,62.89,48.69,10.99,8.62,47.37,0.96,10.65,56.99,45.33,4.49,43.33,59.49,37.89,31.49,41.81,1,The Solid Regs
4848,Dylkel21,10391.0,-14.69,34.86,17.96,27.06,5.88,59.19,2.25,9.62,56.29,52.78,6.28,47.67,62.14,36.33,27.71,46.98,5,The Moderate Aggressor
4850,dylshqua,1562.0,-50.63,39.01,14.48,26.29,21.43,34.92,2.65,29.51,60.0,58.46,12.61,53.44,54.0,41.94,31.94,42.62,4,The Loose Aggro Fish
4852,Dyska21,20384.0,-5.95,27.95,10.73,21.28,16.78,63.1,2.37,1.94,66.41,45.19,10.51,36.1,30.22,35.84,32.13,52.87,0,The Loose Passive Fish
4853,Dystope,2293.0,-135.2,62.76,57.24,15.62,5.45,42.24,1.96,21.34,41.15,58.88,9.72,43.57,63.31,23.44,30.22,41.58,6,The Big-Betting Fish
4854,Dznutzz116,6394.0,-36.44,41.81,29.51,4.79,2.52,62.95,1.32,30.3,63.82,55.3,4.17,44.01,54.61,31.21,29.04,49.51,4,The Loose Aggro Fish
4855,Dzoo72,1999.0,-21.02,39.3,20.2,8.18,10.17,44.87,2.49,41.45,74.71,64.71,1.03,41.84,37.16,35.0,30.66,54.85,4,The Loose Aggro Fish
4856,Dâvious,2639.0,-25.21,32.71,29.07,7.92,21.05,82.02,1.66,14.62,65.45,51.28,2.91,31.46,34.33,31.48,31.39,48.62,2,The Hyper-aggro Maniacs
4857,E187p,1278.0,-31.44,35.27,24.82,10.48,0.0,63.64,1.71,0.0,56.6,65.22,4.81,22.73,28.24,34.78,32.59,51.88,2,The Hyper-aggro Maniacs
4858,e@$Ym0n3y,4517.0,6.64,38.91,23.89,15.76,4.35,42.15,1.11,6.99,58.5,48.43,1.99,28.03,25.82,20.51,30.5,50.74,0,The Loose Passive Fish
4859,E_tilt,2372.0,6.25,35.0,16.62,7.57,4.55,84.4,3.85,20.11,69.41,74.38,0.73,42.55,51.06,26.15,19.66,51.82,5,The Moderate Aggressor
4861,eagle4242724,11718.0,-16.81,28.37,19.32,18.52,6.25,64.02,1.57,9.69,58.72,37.36,5.19,38.28,33.26,26.8,29.14,47.86,2,The Hyper-aggro Maniacs
4862,eagle4545,23153.0,-12.19,41.58,22.31,18.75,2.76,61.89,1.93,17.04,64.3,52.52,5.64,27.34,36.46,26.57,28.13,48.45,2,The Hyper-aggro Maniacs
4863,EagleRivers,22129.0,-24.91,38.16,24.04,8.8,8.12,67.01,1.45,18.87,48.62,49.5,6.57,39.22,41.47,29.47,32.48,47.73,2,The Hyper-aggro Maniacs
4866,eagles9956,11295.0,3.66,48.35,31.91,30.11,2.38,55.04,2.26,2.71,76.88,38.27,17.03,43.08,35.29,24.71,26.36,51.69,5,The Moderate Aggressor
4867,EaglesNation87,2674.0,-86.43,72.3,58.69,13.55,13.79,50.0,1.12,7.33,68.86,47.23,6.22,21.77,26.6,25.94,37.24,39.88,1,The Solid Regs
4868,eapeiffer0503,1126.0,-14.2,50.82,23.68,19.15,11.11,53.62,1.65,20.86,38.64,65.18,1.75,23.36,19.64,22.22,30.38,41.72,2,The Hyper-aggro Maniacs
4869,earley12197,2751.0,-10.19,36.91,10.74,28.71,3.03,53.85,1.95,0.99,45.2,52.75,10.1,37.78,28.44,44.38,32.32,48.21,2,The Hyper-aggro Maniacs
4870,earleyman01,1697.0,-16.31,23.03,14.5,1.03,0.0,89.39,0.99,5.71,77.78,35.23,5.26,24.88,28.08,37.5,32.98,62.4,0,The Loose Passive Fish
4871,EarlFlavius,3389.0,-18.47,47.29,41.71,7.89,8.33,53.29,0.67,8.55,73.17,39.78,5.53,32.08,38.13,33.33,38.95,46.08,2,The Hyper-aggro Maniacs
4872,earnd.my.hardt3,2258.0,-19.82,36.82,27.27,2.3,8.89,54.24,1.3,25.29,77.78,73.43,1.2,42.34,62.37,19.79,26.82,46.32,5,The Moderate Aggressor
4875,EastParkSk8tRat,2334.0,-24.46,51.56,42.96,18.75,11.11,71.75,1.21,4.67,50.25,44.94,6.04,32.58,36.18,30.3,28.88,53.08,2,The Hyper-aggro Maniacs
4876,easy jim1979,2031.0,-53.78,38.48,18.49,11.31,6.67,69.57,2.04,4.5,76.04,44.52,10.49,51.99,58.62,18.52,21.78,41.56,4,The Loose Aggro Fish
4877,Easylivin420,4849.0,-31.04,30.69,22.56,7.59,3.39,70.14,1.13,7.08,66.18,37.53,1.87,41.79,38.83,43.59,34.92,49.5,2,The Hyper-aggro Maniacs
4878,Easymoney1973,1518.0,-57.4,63.56,37.8,5.06,5.13,58.82,1.25,26.35,44.0,56.8,4.48,49.17,56.38,24.39,31.02,38.34,1,The Solid Regs
4879,EasyMoney2100,1708.0,-7.25,43.12,28.77,7.84,11.11,80.21,1.5,1.47,44.07,57.39,3.68,40.97,34.86,14.1,25.61,49.7,0,The Loose Passive Fish
4880,easymoney5882,1867.0,-34.58,36.11,24.45,22.39,30.77,51.68,1.94,11.76,50.28,56.83,0.78,35.93,29.08,48.05,36.68,47.76,2,The Hyper-aggro Maniacs
4881,EASYMONEY593,8120.0,-32.98,62.64,49.94,9.88,11.21,62.35,1.51,15.13,55.11,51.77,2.91,28.31,35.17,21.21,27.47,41.9,2,The Hyper-aggro Maniacs
4882,Easymoney931,8339.0,-19.94,54.71,36.84,11.53,8.99,71.83,1.62,4.12,52.41,48.38,8.52,44.13,41.49,34.13,25.72,44.6,2,The Hyper-aggro Maniacs
4884,easyoperator87,1054.0,-79.84,52.56,41.96,13.14,27.27,58.54,1.06,15.76,35.82,39.86,2.78,63.3,47.24,38.1,31.11,34.23,1,The Solid Regs
4885,eat_more_spam,2014.0,-28.84,31.67,14.34,15.16,42.86,71.55,1.76,1.36,39.13,58.6,12.28,30.15,31.49,14.81,25.83,48.48,2,The Hyper-aggro Maniacs
4887,eatmyaz,1475.0,-100.87,65.66,54.38,12.56,11.43,51.85,1.63,35.07,61.64,38.12,13.02,41.39,57.73,33.67,30.33,38.52,6,The Big-Betting Fish
4888,eatplums,3234.0,-53.82,41.75,35.55,23.95,0.0,52.16,1.5,9.25,62.26,40.74,9.61,31.4,32.74,45.09,36.23,44.44,1,The Solid Regs
4889,eatshit6969,1785.0,-11.54,36.76,17.0,17.09,0.0,56.67,3.99,26.76,54.89,80.0,2.99,33.97,35.81,31.91,28.18,42.79,5,The Moderate Aggressor
4890,eattiyeh,1240.0,-27.16,30.35,15.31,23.48,0.0,42.0,2.77,42.5,43.2,63.33,1.61,41.8,45.83,34.0,27.2,46.08,4,The Loose Aggro Fish
4891,eazyeoezit0323,2167.0,-0.3,43.38,35.66,5.26,4.55,75.96,0.85,5.82,54.0,49.4,0.47,29.23,26.37,28.83,30.25,55.69,0,The Loose Passive Fish
4892,Eazymoney0420,5389.0,-21.13,33.64,18.49,8.16,8.11,63.18,1.43,16.22,46.24,55.82,3.13,35.67,35.53,53.91,36.62,44.81,2,The Hyper-aggro Maniacs
4894,EbonAskivi,1450.0,-20.75,29.13,26.21,4.02,0.0,82.0,0.87,8.86,60.0,61.25,0.78,25.5,53.11,40.58,27.98,49.65,2,The Hyper-aggro Maniacs
4895,ecbailey,1201.0,-42.79,37.01,26.24,13.34,0.0,76.19,1.67,5.81,64.62,48.75,1.19,42.94,36.73,36.96,23.47,46.59,2,The Hyper-aggro Maniacs
4896,echarles1471,1419.0,1.73,48.93,27.21,12.54,7.35,49.18,2.27,42.71,90.43,61.84,0.0,48.92,45.85,17.83,27.61,49.03,5,The Moderate Aggressor
4897,echeesy,1925.0,-47.09,67.33,45.0,26.9,9.26,24.09,1.85,13.31,70.51,41.13,4.72,51.2,56.14,27.84,34.24,39.95,1,The Solid Regs
4898,echo7310,4828.0,-52.36,36.32,19.18,15.09,10.94,56.37,2.44,18.7,53.75,51.79,10.08,50.72,39.35,34.9,27.73,46.4,1,The Solid Regs
4899,echoeight,4223.0,-32.53,41.99,31.31,6.43,15.79,58.15,2.02,21.03,84.52,62.47,3.54,36.73,37.24,31.88,31.75,53.56,4,The Loose Aggro Fish
4901,ecknight19,2779.0,-24.02,43.71,21.3,29.93,11.11,55.11,3.29,8.49,67.84,47.73,14.06,41.98,27.37,40.74,31.0,46.13,2,The Hyper-aggro Maniacs
4902,ECM00,2105.0,-11.15,48.39,28.46,36.18,23.08,54.41,1.23,0.78,48.25,31.67,10.91,34.93,43.42,39.47,33.42,50.2,2,The Hyper-aggro Maniacs
4904,ecm@1207,7819.0,-13.28,40.92,30.95,5.75,13.89,49.51,2.59,30.5,67.51,69.21,3.13,33.76,28.83,39.76,29.99,47.41,5,The Moderate Aggressor
4905,EcoBoosted85,1130.0,-169.28,61.36,37.35,18.38,6.06,35.42,1.7,19.46,75.21,33.61,5.26,54.76,60.96,31.4,29.13,30.35,3,The Tight Passive
4908,ecs42991,7278.0,-22.41,36.54,22.78,17.54,5.36,68.98,1.27,2.2,66.84,43.46,4.26,33.15,35.11,30.74,29.72,47.65,2,The Hyper-aggro Maniacs
4909,ecshull23,2158.0,-30.94,26.3,12.9,18.25,14.81,66.67,2.13,10.96,72.68,34.85,6.84,45.3,51.96,34.67,28.19,46.5,2,The Hyper-aggro Maniacs
4910,Ectalem,1928.0,-166.87,63.51,50.27,7.64,7.94,37.5,0.98,20.7,65.33,40.79,2.88,27.63,28.17,54.84,44.88,41.67,3,The Tight Passive
4911,ecuad420,2351.0,-107.55,59.66,48.92,28.8,18.89,37.55,7.79,73.16,82.27,56.46,16.67,86.68,84.31,20.45,27.23,34.92,6,The Big-Betting Fish
4913,edandpat28,9251.0,-19.1,46.08,32.98,13.33,3.49,60.93,1.34,12.54,71.82,51.56,1.99,24.95,27.58,33.26,28.69,50.49,2,The Hyper-aggro Maniacs
4915,EdCash03,1665.0,-71.33,54.78,36.16,13.11,3.57,39.58,1.64,34.36,57.72,36.9,5.75,58.15,63.38,39.39,31.69,37.59,1,The Solid Regs
4918,eddieg0223,2228.0,-35.59,63.04,41.35,16.5,4.44,71.35,1.86,14.11,55.38,49.03,8.0,38.01,36.02,28.89,33.99,44.58,2,The Hyper-aggro Maniacs
4919,eddieiv77,6299.0,-39.22,52.46,34.33,12.25,5.3,55.66,1.46,27.46,52.73,51.21,3.58,36.68,34.54,31.66,31.92,47.07,2,The Hyper-aggro Maniacs
4921,EDDIEPGH,3163.0,-47.64,59.94,34.2,22.07,5.13,42.62,1.82,11.37,45.48,62.38,1.72,33.7,54.65,31.82,25.29,50.11,1,The Solid Regs
4922,EddieShack27,65185.0,-9.13,23.97,10.33,18.47,8.59,64.18,1.6,10.72,37.04,49.85,6.51,27.95,31.02,42.89,36.09,56.45,0,The Loose Passive Fish
4923,eddp60,42770.0,-73.52,69.98,50.17,3.43,3.47,55.82,1.67,40.45,76.43,46.01,9.51,56.66,49.36,33.44,33.65,38.88,6,The Big-Betting Fish
4924,eddya9000,4975.0,-17.14,29.35,21.95,16.5,11.11,59.7,1.68,3.82,49.86,48.66,4.04,29.86,21.41,27.22,28.76,57.77,2,The Hyper-aggro Maniacs
4926,EddyDee557,1035.0,-76.02,35.8,17.16,12.0,9.09,40.54,1.51,27.36,74.51,48.1,1.54,46.93,51.16,37.5,33.33,37.61,1,The Solid Regs
4927,EddyMac98,1381.0,-86.44,51.76,24.21,19.09,20.0,36.36,1.71,13.76,53.96,59.55,5.93,30.06,43.5,44.21,36.87,38.01,6,The Big-Betting Fish
4928,Edeleven2,2873.0,-36.5,47.59,28.97,0.32,3.85,66.33,1.19,34.18,100.0,56.19,0.0,43.81,63.25,27.17,31.04,45.0,4,The Loose Aggro Fish
4929,edfoldem1,2381.0,-96.55,68.18,50.0,9.82,7.87,27.17,2.09,41.3,80.88,54.51,1.46,47.74,45.67,26.83,33.2,40.92,6,The Big-Betting Fish
4930,EdgeDweller,5332.0,-70.89,63.95,44.47,19.18,8.18,37.23,1.83,24.46,70.65,44.4,3.01,48.02,36.6,42.07,34.94,39.72,1,The Solid Regs
4932,Edheil12,7424.0,-18.38,38.25,21.71,2.11,7.06,81.76,1.77,6.28,92.0,48.01,4.53,39.61,29.98,31.93,30.7,52.45,5,The Moderate Aggressor
4934,Edie Shockpaw,7122.0,18.54,25.27,9.77,16.36,9.09,64.52,1.4,1.44,51.06,51.01,3.58,33.4,31.89,34.15,31.71,57.33,0,The Loose Passive Fish
4935,edis1967,29542.0,-8.7,27.51,10.91,11.54,10.2,84.4,3.12,8.78,70.74,54.29,7.19,45.06,26.3,42.11,27.78,50.52,0,The Loose Passive Fish
4937,edkpgh,2388.0,-7.64,17.03,9.0,11.1,0.0,81.82,3.43,3.49,49.09,68.06,9.8,24.0,40.48,22.22,21.35,42.47,0,The Loose Passive Fish
4939,edmoore215,7121.0,-27.74,71.56,52.4,16.35,5.73,54.98,1.61,14.98,71.97,50.85,3.41,49.65,46.84,25.87,27.52,42.55,4,The Loose Aggro Fish
4941,edot24,7209.0,-19.94,41.75,24.91,12.71,10.62,64.38,2.07,20.28,53.99,53.88,10.61,46.04,51.38,27.58,26.93,47.29,2,The Hyper-aggro Maniacs
4942,edpirr,10946.0,-36.21,52.63,29.54,10.12,1.91,72.17,1.58,15.47,87.21,52.07,2.2,32.63,41.41,26.25,25.07,44.9,4,The Loose Aggro Fish
4943,edpoker517,13571.0,-11.33,35.9,24.14,1.35,1.94,69.48,0.42,0.17,85.71,53.37,1.3,15.89,17.91,37.74,33.74,57.08,0,The Loose Passive Fish
4944,EdsBro2,49030.0,1.36,37.9,24.43,2.64,3.97,70.17,0.98,12.4,69.44,55.8,2.09,30.53,24.1,37.66,30.65,50.42,0,The Loose Passive Fish
4945,Edshootsthe3,5093.0,-25.03,34.97,17.48,23.42,10.71,55.09,5.65,0.76,61.23,55.73,18.73,39.79,23.51,21.15,23.76,50.14,2,The Hyper-aggro Maniacs
4947,Edwardvr6,6239.0,-99.34,66.96,43.39,24.63,5.93,18.86,0.86,12.67,40.14,43.27,3.12,22.6,40.4,42.65,41.65,44.09,6,The Big-Betting Fish
4948,EdwinEnriquez,3249.0,-18.39,55.5,29.66,11.52,11.25,50.3,1.34,27.65,59.07,52.83,3.88,39.15,46.68,23.89,31.91,46.23,4,The Loose Aggro Fish
4949,EdwinhasHand,49275.0,-15.19,41.05,24.74,6.38,1.69,66.49,1.2,19.43,70.9,48.76,0.5,30.54,32.07,35.17,28.75,47.63,2,The Hyper-aggro Maniacs
4950,edwordmoney,4411.0,-7.91,36.58,22.7,11.55,7.27,58.13,1.49,7.6,57.24,63.96,2.39,24.24,32.42,34.8,27.73,52.45,0,The Loose Passive Fish
4951,Edywdgo,28515.0,-19.34,38.77,25.0,6.04,16.74,66.42,2.9,36.42,63.91,67.76,4.24,42.22,36.65,18.96,27.12,49.97,5,The Moderate Aggressor
4953,EEichert,7306.0,-20.17,45.59,33.78,5.85,3.51,74.63,1.62,11.12,56.42,50.54,9.38,37.11,32.55,26.91,22.77,56.13,2,The Hyper-aggro Maniacs
4955,eemunee,10274.0,1.38,29.05,15.56,21.14,11.9,69.12,2.55,3.9,78.74,41.27,6.32,39.31,38.02,38.24,28.13,49.92,0,The Loose Passive Fish
4956,efabv,3677.0,-5.11,28.94,16.59,18.53,10.34,62.5,1.77,2.35,57.66,48.43,5.69,41.29,42.77,22.22,26.06,54.47,0,The Loose Passive Fish
4958,Efaw3,1986.0,-8.52,45.24,23.57,12.47,0.0,63.39,0.91,4.69,36.03,39.13,8.78,45.69,31.54,32.71,30.25,47.7,2,The Hyper-aggro Maniacs
4959,effincomics,12269.0,9.75,44.17,21.18,15.26,7.45,49.86,2.01,18.18,76.71,50.29,4.41,46.49,30.82,33.97,29.94,48.68,5,The Moderate Aggressor
4961,EFlem_20,7799.0,-15.91,27.56,15.47,15.17,15.71,73.8,2.93,11.18,71.53,54.85,6.55,31.2,35.96,36.96,26.74,47.13,2,The Hyper-aggro Maniacs
4962,EFREEEEZE,5361.0,10.15,48.1,33.81,12.11,2.83,50.97,1.11,4.26,68.89,38.63,2.28,33.23,32.12,38.81,33.42,50.05,0,The Loose Passive Fish
4964,egg-man34400,4831.0,-4.59,42.88,17.71,10.84,8.49,62.05,2.28,17.47,58.42,76.44,1.94,38.85,41.3,25.12,27.4,47.07,5,The Moderate Aggressor
4966,Eggman01489,29452.0,-16.13,41.53,29.26,9.55,3.17,65.73,2.21,16.84,68.86,47.19,7.07,39.85,37.45,29.89,27.55,43.16,5,The Moderate Aggressor
4967,eggo05,2142.0,-67.22,74.83,57.41,14.79,3.25,36.67,1.84,51.93,64.29,63.08,2.19,58.76,58.01,25.53,31.28,44.66,4,The Loose Aggro Fish
4968,Eggyoc,1406.0,-7.24,38.3,22.56,20.5,6.25,56.7,2.42,4.88,82.03,41.96,12.12,45.33,49.64,49.21,31.12,41.18,5,The Moderate Aggressor
4970,ehg321,1797.0,-14.49,34.56,24.17,11.65,26.67,62.18,1.97,7.95,49.35,54.69,12.0,38.87,25.0,27.4,28.9,46.71,2,The Hyper-aggro Maniacs
4972,EhpTransport,75161.0,-42.89,64.25,53.22,19.72,2.35,58.79,1.84,21.02,63.97,46.37,4.99,46.69,45.8,15.76,25.89,42.37,4,The Loose Aggro Fish
4977,EJM4204,1024.0,70.59,65.34,45.83,8.87,0.0,63.33,2.22,57.43,78.57,56.0,0.0,55.63,56.88,30.77,25.15,52.35,5,The Moderate Aggressor
