,player,hands,bb_100,vpip,pfr,3bet_f,fold_to_3bet,flop_af,donk_f,cbet_f,fold_to_f_cbet,xr_flop,bet_t,bet_r,call_r_bet,wtsd,wsd,cluster,cluster_name
5906,Gink197221,1400.0,-40.36,53.4,17.75,23.08,47.57,1.36,9.13,83.33,42.33,6.62,34.96,30.94,30.0,35.44,44.07,1,Loose Passive Callers
5908,giocat2234,2828.0,-33.25,44.46,11.71,3.64,57.26,1.96,31.88,56.16,55.83,7.98,38.11,49.87,40.97,28.3,41.48,4,Overly Aggressive Semi-Loose Players
5909,giokazbh,2302.0,-28.84,38.2,3.39,26.09,82.57,2.25,17.57,87.18,48.33,11.8,37.44,27.48,35.48,30.86,47.6,2,Semi-Loose Neutral Players
5910,Gionoir,1970.0,-7.41,21.93,10.58,10.0,64.29,2.94,18.97,61.02,71.05,0.75,34.4,43.59,36.62,24.45,52.24,5,Tight Passive Rocks
5911,gior718,32448.0,-6.22,34.85,21.1,9.42,51.0,1.27,0.78,42.02,45.4,9.03,34.39,30.01,34.72,32.42,52.03,0,Balanced Semi-Loose Players
5912,giordanojoey23,7169.0,-31.26,35.68,21.6,8.33,52.53,2.62,29.61,52.77,52.91,6.2,43.99,48.92,33.2,28.52,43.79,4,Overly Aggressive Semi-Loose Players
5913,giorgi1782,2693.0,-51.08,48.24,2.22,7.14,70.31,0.25,1.76,46.67,36.69,1.9,21.34,25.93,34.73,42.94,52.5,2,Semi-Loose Neutral Players
5914,giovan800,62140.0,0.45,25.24,7.28,10.1,69.24,1.98,17.01,78.07,51.66,4.96,29.63,28.24,35.7,28.84,53.53,0,Balanced Semi-Loose Players
5916,Girardcollege,1302.0,-40.39,31.87,15.93,16.67,48.08,3.83,9.38,82.22,58.33,9.78,30.67,18.87,34.15,31.23,51.16,2,Semi-Loose Neutral Players
5918,girldadx3,29999.0,-42.3,45.6,6.01,8.37,52.38,1.56,24.95,72.54,59.73,3.65,32.67,29.86,29.08,31.51,49.23,1,Loose Passive Callers
5919,girlrocks89,25954.0,-19.87,55.54,14.5,7.26,63.18,1.45,2.17,65.95,48.34,6.03,29.07,22.24,30.65,32.05,48.04,2,Semi-Loose Neutral Players
5920,GirthQuake13,2760.0,-23.78,40.82,14.85,4.17,51.53,1.29,16.3,61.06,50.0,8.51,45.09,39.78,35.47,28.48,45.2,2,Semi-Loose Neutral Players
5921,GishGish84,24776.0,-34.49,54.77,18.33,8.18,48.49,1.86,16.87,57.27,43.44,8.39,35.4,34.72,33.27,33.37,42.99,2,Semi-Loose Neutral Players
5922,Gissa22879,29264.0,-43.5,52.58,27.16,6.78,56.11,2.84,31.24,76.58,42.42,5.21,38.27,36.16,38.88,33.11,40.17,4,Overly Aggressive Semi-Loose Players
5923,Giuseppe2620,1392.0,-58.58,33.72,12.98,14.29,40.91,1.98,20.55,53.13,45.59,6.45,38.78,33.33,20.69,31.18,50.3,1,Loose Passive Callers
5924,GiveMeMoneyTY,5366.0,-69.21,51.95,22.29,13.0,45.48,2.58,31.62,70.71,43.37,6.64,40.14,32.89,33.12,29.94,42.2,1,Loose Passive Callers
5927,gjs2417,326206.0,4.02,18.85,1.96,9.03,77.76,2.54,26.16,86.94,54.88,10.04,51.65,45.23,32.25,28.04,56.71,5,Tight Passive Rocks
5928,gkarichner57,2109.0,-14.68,44.58,1.45,14.58,70.31,1.18,30.71,70.0,48.24,1.37,32.36,52.25,30.88,33.08,48.99,5,Tight Passive Rocks
5929,gkell711,1086.0,-94.42,36.22,10.17,8.33,54.41,1.1,18.81,48.98,34.21,5.43,26.09,30.25,49.12,40.2,45.0,1,Loose Passive Callers
5930,Gkotter1976,4959.0,21.12,23.88,11.35,7.41,64.93,3.75,30.43,69.26,75.42,2.13,48.59,37.37,29.85,25.36,51.51,5,Tight Passive Rocks
5931,gkpabbati,27838.0,-35.38,70.79,14.59,5.32,75.68,1.15,12.06,42.69,48.27,2.31,40.35,38.67,33.3,31.09,45.89,2,Semi-Loose Neutral Players
5932,gkron21,1683.0,10.71,49.67,5.22,2.56,68.06,1.04,22.76,41.67,52.29,0.55,36.6,45.54,37.14,28.62,54.98,0,Balanced Semi-Loose Players
5934,GKUTCH10,1791.0,-95.68,85.88,11.14,0.0,33.02,1.19,35.78,59.48,61.34,0.38,41.81,39.16,34.21,37.22,45.42,6,Loose Aggro Fish
5935,GlacierBound,2572.0,11.03,50.22,13.98,11.9,54.84,1.2,7.98,48.55,41.15,6.03,31.76,35.87,40.11,31.51,54.99,0,Balanced Semi-Loose Players
5936,Gladiator2020#1,3026.0,-17.23,34.5,9.87,9.76,65.52,1.45,10.98,70.63,56.84,1.3,38.61,44.48,35.83,27.27,52.33,5,Tight Passive Rocks
5937,glargin,2547.0,-13.39,36.24,17.73,29.41,41.12,5.37,27.33,76.6,52.8,18.47,43.68,50.76,33.03,26.68,46.06,5,Tight Passive Rocks
5938,glassbluckizbak,19371.0,-51.63,59.82,14.76,8.97,55.41,1.36,11.0,38.13,50.1,8.14,21.63,24.59,31.43,32.46,46.7,1,Loose Passive Callers
5940,Glen0926,4674.0,-9.44,46.16,21.26,6.67,70.16,2.44,27.75,58.61,50.0,2.39,46.81,48.07,34.2,26.89,45.81,5,Tight Passive Rocks
5941,glenn603,111643.0,-22.48,47.34,8.24,8.48,45.57,1.35,12.38,72.53,45.92,2.03,27.34,19.44,29.83,32.41,49.9,2,Semi-Loose Neutral Players
5943,glennwaug253,2230.0,-74.15,54.57,1.56,10.53,34.38,1.05,20.92,62.5,56.67,1.6,37.33,36.55,48.18,41.41,49.11,1,Loose Passive Callers
5944,glfgy103,1274.0,-34.8,46.99,15.11,0.0,61.84,0.74,0.0,37.21,57.78,1.89,12.36,25.85,28.92,34.09,51.93,2,Semi-Loose Neutral Players
5945,glimmer769,3146.0,-81.67,53.89,6.62,14.67,59.76,1.48,34.87,70.43,30.33,3.3,44.47,48.01,36.11,38.85,42.44,6,Loose Aggro Fish
5948,glowred4,5318.0,-20.12,31.81,7.6,9.09,75.09,1.44,2.82,52.63,46.83,3.02,35.18,21.44,41.4,31.67,56.11,2,Semi-Loose Neutral Players
5950,GluttonForGreed,1567.0,-65.3,67.61,17.43,17.65,47.76,1.7,18.58,65.79,40.45,4.35,31.87,40.22,38.03,33.98,36.56,1,Loose Passive Callers
5951,Gman12800178,25079.0,-15.88,49.04,8.39,7.92,58.67,1.3,28.65,70.83,57.87,1.85,42.37,27.31,32.74,34.01,51.01,5,Tight Passive Rocks
5952,gmanprodigy,2428.0,-38.89,65.18,7.45,16.85,51.92,2.42,30.25,72.0,63.45,7.72,45.19,41.72,34.2,27.81,42.09,4,Overly Aggressive Semi-Loose Players
5953,gmartik26,6658.0,-26.43,34.9,21.68,9.52,50.13,1.01,10.23,42.21,38.92,4.27,35.1,36.76,39.73,36.24,47.55,2,Semi-Loose Neutral Players
5954,gmazz27,4157.0,3.21,39.97,15.51,7.69,41.94,1.57,16.87,47.43,50.96,3.76,40.74,52.75,25.56,25.78,47.25,5,Tight Passive Rocks
5956,gmen266,1307.0,-85.91,55.75,11.19,3.45,32.58,0.59,12.21,29.49,45.16,3.24,37.09,32.99,47.06,39.35,41.78,1,Loose Passive Callers
5957,Gmensuck19,6146.0,-15.73,61.51,17.4,4.41,47.04,1.59,23.22,73.48,46.82,3.32,39.42,41.99,31.56,32.03,48.68,4,Overly Aggressive Semi-Loose Players
5958,gmetz112,20140.0,-2.94,27.73,16.2,10.99,68.35,2.4,12.43,73.94,52.1,4.25,41.12,37.87,22.03,27.43,50.92,5,Tight Passive Rocks
5959,gmike07703,3403.0,-7.69,30.19,11.8,9.68,58.23,1.25,18.46,40.0,44.08,1.6,31.61,45.45,50.0,35.83,50.72,2,Semi-Loose Neutral Players
5960,gmj530,1042.0,-70.04,51.43,4.65,5.0,62.22,1.94,29.63,83.33,60.68,0.0,40.08,39.13,35.38,26.55,39.85,1,Loose Passive Callers
5961,gmmg1129,5371.0,2.92,36.16,13.6,9.43,69.4,1.56,5.0,64.26,47.52,2.76,32.16,24.25,47.13,35.69,53.7,0,Balanced Semi-Loose Players
5963,gmoney313131,17580.0,-34.37,50.46,23.95,4.74,53.13,0.99,1.7,76.35,47.34,0.86,44.07,44.14,37.45,33.17,52.13,2,Semi-Loose Neutral Players
5966,gmonty19,3353.0,-4.55,46.9,7.21,9.8,63.83,1.31,15.6,58.62,61.67,2.77,30.31,45.54,26.96,30.25,50.2,5,Tight Passive Rocks
5967,gmonwy$$,1309.0,-9.37,48.84,7.81,0.0,54.55,2.09,17.09,51.79,66.04,0.69,40.19,41.95,32.26,24.26,53.94,2,Semi-Loose Neutral Players
5968,Gnarlton Danks,1722.0,-21.03,33.37,20.96,0.0,65.12,1.32,0.85,48.05,48.18,5.36,32.2,27.15,28.81,29.48,53.08,2,Semi-Loose Neutral Players
5969,gnarlydick,1270.0,-19.24,57.17,12.5,6.06,55.14,1.78,15.95,67.69,48.57,7.59,45.45,45.6,35.59,26.99,48.55,2,Semi-Loose Neutral Players
5970,gnat7107,1035.0,31.65,45.19,22.83,10.0,56.94,3.6,20.31,86.32,51.56,6.98,71.28,66.36,29.73,21.93,48.0,5,Tight Passive Rocks
5971,GNBC,4623.0,-22.33,29.62,21.07,7.14,48.5,3.44,32.04,76.03,56.2,6.3,46.03,48.61,46.43,29.32,43.65,4,Overly Aggressive Semi-Loose Players
5972,gnelson7968,2240.0,-30.21,29.61,9.63,7.41,63.74,1.59,4.58,56.07,44.63,7.22,34.63,34.58,22.62,27.26,48.13,2,Semi-Loose Neutral Players
5973,gnjraymond,1277.0,-26.82,49.76,7.84,0.0,54.29,0.93,5.92,39.66,55.86,3.75,19.5,20.38,43.27,35.18,57.62,2,Semi-Loose Neutral Players
5974,gnk555,2964.0,-32.2,62.37,5.99,3.23,74.86,1.13,11.69,72.63,57.48,3.52,26.4,19.17,31.51,28.18,49.57,2,Semi-Loose Neutral Players
5975,Go22Fletch,8594.0,-35.44,37.59,5.48,10.0,61.49,1.15,10.27,73.33,38.73,9.78,28.69,38.25,41.22,31.93,48.82,2,Semi-Loose Neutral Players
5976,goalielid1991,8201.0,-35.97,44.01,14.59,11.93,50.38,1.42,14.8,57.22,40.28,8.47,40.98,25.75,25.96,33.38,47.08,2,Semi-Loose Neutral Players
5977,goat215,6922.0,-80.15,63.75,11.84,11.59,42.53,0.6,8.77,46.79,27.84,4.13,21.25,29.63,33.05,40.25,41.68,1,Loose Passive Callers
5979,GOATsGoons,8888.0,-11.18,43.84,12.71,8.66,63.7,1.93,11.02,69.93,45.04,4.08,62.74,71.57,34.05,23.3,42.72,5,Tight Passive Rocks
5980,GOATturnedSheep,2463.0,-5.61,22.49,18.72,18.18,66.67,2.07,8.06,41.12,55.1,5.32,30.6,39.86,20.93,27.19,58.68,0,Balanced Semi-Loose Players
5981,Gobblin Thunder,2410.0,-46.34,34.38,9.09,0.0,75.86,1.71,5.61,79.0,51.9,2.0,31.59,20.65,31.03,28.53,47.27,2,Semi-Loose Neutral Players
5982,GoBirds610,2692.0,-26.27,36.2,6.34,14.89,64.04,3.17,40.31,77.89,66.24,0.0,45.82,41.12,29.63,30.19,50.0,4,Overly Aggressive Semi-Loose Players
5983,gobirds7,2006.0,-15.36,34.11,14.59,14.29,50.0,1.43,24.84,48.78,52.34,0.71,15.05,29.38,22.97,33.85,57.87,2,Semi-Loose Neutral Players
5984,gobirdz69420,192288.0,3.19,24.67,20.11,7.78,74.62,2.4,1.58,56.96,40.36,16.6,35.54,40.91,33.4,30.03,55.25,0,Balanced Semi-Loose Players
5986,Gocrew412,5091.0,-10.35,67.76,9.25,4.41,78.37,2.68,37.18,49.0,63.27,7.76,39.86,36.91,19.5,27.03,41.87,5,Tight Passive Rocks
5988,Godfrey091505,1116.0,-28.5,44.13,19.96,8.33,52.54,1.95,0.94,52.73,51.61,14.42,35.71,53.91,29.79,25.78,42.61,2,Semi-Loose Neutral Players
5989,godhandvoid,1529.0,-30.75,31.34,7.72,5.88,73.12,2.36,34.65,78.43,53.01,5.26,45.1,37.12,33.33,26.64,42.98,4,Overly Aggressive Semi-Loose Players
5992,Godot2005,1581.0,-24.87,21.9,10.79,0.0,75.64,6.15,41.18,72.53,73.91,0.0,51.06,37.04,46.43,22.81,57.53,5,Tight Passive Rocks
5995,gofygat,4045.0,-13.13,38.56,9.35,2.22,74.62,2.65,33.47,85.11,65.59,2.78,29.16,25.35,28.65,26.03,55.2,5,Tight Passive Rocks
5997,gogolf57,2591.0,-51.37,49.17,1.26,4.35,75.29,0.4,0.84,58.33,50.65,0.85,19.48,27.32,31.73,35.52,49.58,2,Semi-Loose Neutral Players
5999,GoingUptown55,3843.0,-22.3,31.41,7.59,12.5,68.24,2.8,18.67,73.57,65.6,4.56,39.06,30.9,27.68,23.55,50.0,5,Tight Passive Rocks
6000,Gojira12,3807.0,-12.12,49.33,33.73,10.0,44.54,2.68,11.0,80.89,50.94,11.88,42.01,50.5,41.55,29.75,46.09,5,Tight Passive Rocks
6001,Gojoez62,40753.0,-10.38,29.12,7.55,2.46,77.76,1.35,3.02,56.29,46.03,6.11,34.07,40.54,25.91,26.59,55.14,0,Balanced Semi-Loose Players
6002,GoKicktheDog,1167.0,-18.29,36.05,24.23,33.33,51.9,2.15,1.27,71.54,40.32,12.82,37.97,39.06,25.0,31.27,55.66,2,Semi-Loose Neutral Players
6003,Goku888861,1110.0,10.03,75.46,21.1,2.13,47.19,2.74,24.74,95.69,53.69,2.27,60.88,75.82,22.92,17.49,44.44,5,Tight Passive Rocks
6005,GolblinZ33,1447.0,-53.77,52.75,9.44,4.0,74.65,1.41,10.68,46.67,57.93,0.0,42.94,51.44,38.1,24.15,48.24,1,Loose Passive Callers
6006,GoldBossBro,2659.0,-56.9,45.2,17.27,4.88,51.43,1.59,20.24,57.87,30.56,12.39,39.1,45.55,44.3,38.23,43.44,1,Loose Passive Callers
6008,Goldendoorknob,5025.0,11.53,32.94,22.22,7.41,45.76,1.87,3.31,53.91,39.74,7.95,32.16,27.54,32.29,31.68,51.82,0,Balanced Semi-Loose Players
6010,Golderino,1196.0,12.47,23.83,21.05,0.0,59.26,2.9,4.55,55.65,50.0,4.65,27.78,27.5,36.84,28.67,56.25,0,Balanced Semi-Loose Players
6011,goldfinch314,17564.0,-31.53,47.16,13.11,15.45,58.73,0.95,1.37,70.12,41.3,2.86,21.25,16.54,47.95,38.56,48.86,2,Semi-Loose Neutral Players
6012,Goldhaber1,7975.0,-89.13,54.8,8.55,18.64,41.15,1.58,24.05,73.22,57.88,3.16,32.3,34.99,29.23,30.1,41.53,6,Loose Aggro Fish
6016,golfer0213,11237.0,16.18,32.73,15.43,9.18,72.27,2.98,3.14,67.8,58.78,4.28,43.65,31.47,29.33,24.35,52.15,0,Balanced Semi-Loose Players
6018,Golferboy1984,9737.0,-8.03,46.68,25.62,7.45,45.0,1.72,3.87,69.76,46.4,6.88,39.82,33.49,33.44,29.07,47.58,2,Semi-Loose Neutral Players
6020,golfing201,1875.0,25.18,42.51,33.91,14.29,69.93,1.39,2.13,45.82,43.84,11.41,30.5,28.38,55.56,38.9,53.75,0,Balanced Semi-Loose Players
6022,Golfman0749,2879.0,-25.67,31.87,5.22,4.17,76.53,1.84,7.27,82.43,60.0,1.62,39.36,31.82,19.05,22.9,47.96,5,Tight Passive Rocks
6023,golfmark633,26311.0,9.2,17.69,13.99,8.28,79.92,3.15,2.7,67.04,52.45,5.43,32.69,34.62,39.58,29.27,53.83,0,Balanced Semi-Loose Players
6024,golfnut1124,2390.0,-43.51,38.73,5.65,0.0,69.44,1.59,7.36,54.72,65.52,2.78,26.3,24.54,22.62,28.59,52.61,2,Semi-Loose Neutral Players
6026,golfrner,1808.0,-22.13,42.45,9.59,0.0,57.14,0.93,1.2,40.23,57.93,3.24,17.46,24.5,29.47,29.75,60.0,2,Semi-Loose Neutral Players
6027,GollyGEEZ421,17415.0,-103.05,55.87,14.07,11.52,46.07,1.84,12.47,65.75,50.67,10.8,44.85,47.72,26.62,30.83,39.52,6,Loose Aggro Fish
6028,gomamano,1729.0,-52.5,50.03,8.03,0.0,44.59,0.9,8.96,53.16,53.26,2.35,36.34,46.93,18.44,26.17,49.57,1,Loose Passive Callers
6030,GoMuckUrSelf420,38022.0,-18.98,36.28,13.26,6.8,52.95,1.21,13.21,49.11,46.77,4.75,26.78,25.58,35.13,36.33,51.06,2,Semi-Loose Neutral Players
6032,Gonzo3825,1268.0,-66.5,63.41,24.82,7.5,20.0,2.89,28.7,56.67,65.66,4.2,52.37,64.66,40.0,26.81,38.65,1,Loose Passive Callers
6033,GONZOO97,5365.0,-71.44,73.89,13.42,5.46,36.53,1.34,11.15,78.19,50.0,4.61,43.35,56.24,35.04,28.32,36.48,1,Loose Passive Callers
6035,Goober649,3786.0,0.77,36.77,22.06,24.07,41.96,1.69,8.72,52.44,37.18,11.3,40.93,40.23,55.93,41.51,48.79,0,Balanced Semi-Loose Players
6036,goobgra,3277.0,-10.71,20.63,15.65,13.33,78.0,1.65,5.77,54.23,49.12,5.47,38.21,36.4,28.72,29.83,51.9,0,Balanced Semi-Loose Players
6037,goochlove215,1829.0,-36.58,53.86,25.56,6.52,31.3,1.31,14.29,42.91,43.82,8.76,39.5,42.61,44.16,37.17,47.83,1,Loose Passive Callers
6038,goodbyeJ,238964.0,2.47,28.96,21.32,4.14,72.58,2.7,5.63,64.28,43.84,6.35,38.2,36.55,28.11,27.2,51.3,0,Balanced Semi-Loose Players
6039,Goodfella1185,1301.0,-97.56,71.97,27.76,10.87,30.69,2.65,25.13,74.64,55.33,8.02,50.23,52.17,26.23,28.3,44.58,6,Loose Aggro Fish
6040,goodfella525,2496.0,-10.95,27.5,13.56,0.0,72.06,1.99,1.61,60.54,43.75,8.22,53.77,53.76,34.04,22.88,40.0,5,Tight Passive Rocks
6041,GoodForTheGame,2641.0,-33.86,45.9,32.24,21.82,49.7,3.32,4.67,94.77,41.35,10.98,49.46,70.61,38.53,31.16,40.0,4,Overly Aggressive Semi-Loose Players
6042,Goodhand50,1009.0,-44.68,47.3,10.3,25.0,66.1,1.19,8.7,37.74,42.99,8.33,25.1,25.41,34.43,41.67,44.32,2,Semi-Loose Neutral Players
6043,GoodhueAvocado,1764.0,-35.67,52.46,31.45,3.13,61.65,2.85,17.81,64.54,52.31,5.74,33.58,32.45,49.11,37.58,39.38,2,Semi-Loose Neutral Players
6045,GoodMorning8D,16489.0,-8.03,41.49,17.42,5.88,65.2,1.71,6.39,74.55,32.65,7.37,48.89,34.38,38.64,31.87,48.85,5,Tight Passive Rocks
6047,goodtimes89,23325.0,-18.34,22.81,11.08,6.85,45.2,1.04,23.74,38.15,45.71,2.47,20.99,22.53,37.63,39.03,54.58,2,Semi-Loose Neutral Players
6048,Goodwill17,2606.0,7.02,26.03,9.37,0.0,83.59,1.28,9.47,67.33,45.45,4.17,29.25,34.63,50.7,33.33,48.68,0,Balanced Semi-Loose Players
6049,GoofyDog1,42182.0,-22.55,39.73,10.87,3.16,69.99,2.07,22.77,63.53,54.56,1.66,30.16,28.56,23.59,27.81,50.3,2,Semi-Loose Neutral Players
6050,GOOG89,2676.0,-34.34,46.2,6.72,8.33,81.97,0.7,9.36,36.47,45.96,3.32,38.63,58.48,37.16,26.01,39.01,2,Semi-Loose Neutral Players
6051,GooGoneeee,15258.0,-30.46,38.58,26.39,15.63,51.01,1.54,10.17,35.98,48.9,7.06,25.98,20.92,26.11,31.8,48.25,2,Semi-Loose Neutral Players
6052,Goombi23,1220.0,-51.12,30.05,11.86,8.33,75.44,3.42,23.19,72.88,44.68,3.64,42.75,36.36,32.26,23.87,47.3,4,Overly Aggressive Semi-Loose Players
6053,Gooner_Philly,32891.0,-19.0,39.89,26.16,8.51,57.94,1.4,2.43,65.01,41.22,3.06,43.35,42.08,35.64,31.26,43.08,2,Semi-Loose Neutral Players
6054,goonerfish86,2015.0,-56.72,35.53,18.02,17.86,55.38,1.18,5.21,65.81,44.52,3.66,38.05,52.25,35.62,28.93,44.57,1,Loose Passive Callers
6057,Goose860,3131.0,-18.97,52.68,18.64,2.5,66.18,1.56,8.56,49.01,51.63,3.67,34.35,34.78,40.76,34.27,49.39,2,Semi-Loose Neutral Players
6058,goose9715,3843.0,-12.94,34.84,0.88,2.13,76.39,0.44,1.83,45.45,70.56,1.48,25.96,34.19,33.16,27.8,58.04,0,Balanced Semi-Loose Players
6059,goosedadgman,2861.0,-17.29,38.44,13.19,11.11,59.74,2.42,19.84,64.91,49.29,3.4,47.73,44.2,23.16,27.53,43.68,5,Tight Passive Rocks
6060,Goosehunter14,6525.0,-6.86,37.52,15.69,5.88,61.8,1.25,4.36,57.53,31.65,3.09,39.36,41.1,35.11,32.97,48.34,0,Balanced Semi-Loose Players
6062,GoosesMoney,7214.0,17.9,42.15,23.55,11.36,53.09,1.35,2.13,70.57,45.58,5.73,38.96,33.55,37.96,30.72,50.6,0,Balanced Semi-Loose Players
6063,goosey1111,10641.0,-58.79,35.12,22.48,14.29,46.95,1.25,4.85,44.79,38.69,3.94,32.87,36.98,29.51,31.12,47.16,1,Loose Passive Callers
6064,GoPapaJoe,5775.0,-43.49,54.49,2.32,4.69,71.43,1.48,22.38,72.73,51.57,3.51,22.36,27.31,56.86,35.66,49.48,2,Semi-Loose Neutral Players
6065,Gopher Kurself,10426.0,-13.33,15.03,6.8,9.09,75.92,1.47,3.21,62.45,45.64,5.03,26.16,22.83,37.06,32.07,55.58,0,Balanced Semi-Loose Players
6066,gorb575,22106.0,-8.18,28.69,22.73,9.19,71.49,3.24,2.13,67.7,42.67,12.32,39.5,31.6,31.97,27.81,50.16,0,Balanced Semi-Loose Players
6067,GordieLachance,59239.0,-0.59,33.75,11.41,13.22,56.37,1.69,7.77,68.46,55.77,3.6,26.97,31.0,37.3,30.24,50.6,0,Balanced Semi-Loose Players
6068,gordo2865,36135.0,-23.76,43.9,12.29,1.97,69.09,1.9,17.69,87.24,49.29,3.04,47.01,40.86,35.54,24.98,46.76,5,Tight Passive Rocks
6069,Gordo6219,20339.0,-5.22,37.91,7.16,6.4,71.53,1.23,5.92,50.83,46.27,3.45,27.15,30.85,39.19,31.99,53.77,0,Balanced Semi-Loose Players
6070,Gordon203,1584.0,-24.56,39.69,1.81,0.0,73.17,0.35,2.7,63.16,45.13,0.0,23.26,23.91,41.46,38.56,54.58,2,Semi-Loose Neutral Players
6073,gordyjordy,1045.0,23.09,25.59,8.73,40.0,71.43,1.36,3.75,58.82,58.93,4.11,47.29,35.38,29.63,23.33,58.93,0,Balanced Semi-Loose Players
6074,gorgipug,3702.0,-22.81,38.97,14.0,2.27,42.86,1.39,18.55,59.41,44.48,3.98,46.51,43.02,35.17,29.69,44.5,2,Semi-Loose Neutral Players
6075,Gorlick21,9908.0,-26.1,41.36,16.8,14.35,47.55,1.77,27.27,56.42,46.23,1.89,42.66,36.34,36.03,31.81,45.01,2,Semi-Loose Neutral Players
6076,Gosha__69000,3708.0,3.46,31.36,19.97,6.9,57.69,1.21,3.11,52.63,37.35,9.66,36.86,27.7,43.4,31.47,51.85,0,Balanced Semi-Loose Players
6077,gosixersgo76,2597.0,29.29,46.89,29.65,17.07,60.11,6.51,17.68,59.47,70.29,7.82,39.32,31.08,28.41,24.73,55.31,0,Balanced Semi-Loose Players
6078,GossipGirl101,33650.0,4.07,17.89,12.2,4.92,70.57,2.58,3.41,73.58,53.33,6.66,32.88,29.07,30.98,26.74,55.59,0,Balanced Semi-Loose Players
6079,got'em122,3787.0,-20.58,36.58,10.15,11.11,76.76,1.51,2.27,59.31,57.68,3.69,36.09,40.15,33.12,23.64,47.11,2,Semi-Loose Neutral Players
6081,gothic561,2825.0,-126.96,68.7,29.02,7.02,30.57,1.75,23.28,54.91,33.06,11.23,27.62,27.73,31.78,35.79,33.8,6,Loose Aggro Fish
6082,gotnuthin0404,2370.0,-2.21,29.4,18.08,30.77,57.69,0.92,0.61,44.51,33.77,5.96,27.74,27.69,37.14,30.51,58.02,0,Balanced Semi-Loose Players
6083,GottheJax,1034.0,-76.35,36.49,13.26,0.0,62.5,2.14,18.8,60.78,50.0,6.06,40.25,58.59,34.62,26.38,44.44,1,Loose Passive Callers
6084,GotTheNuts2019,5109.0,2.36,34.6,8.99,7.69,75.48,2.08,13.2,70.85,51.89,2.94,41.85,42.78,23.5,24.9,49.77,5,Tight Passive Rocks
6085,goug20,1366.0,-65.12,69.63,22.42,7.14,31.63,0.68,2.32,57.02,40.91,3.6,17.11,22.89,51.15,44.94,46.98,1,Loose Passive Callers
6088,gp1990221,31595.0,-29.88,57.89,8.43,1.67,69.26,0.93,3.68,42.95,38.41,2.45,38.26,55.87,30.64,28.89,50.35,2,Semi-Loose Neutral Players
6089,gpanek2254,1596.0,16.25,43.31,8.86,21.05,61.4,2.18,15.45,63.53,52.69,10.12,37.03,45.45,45.83,30.07,45.09,0,Balanced Semi-Loose Players
6090,gpangell,38234.0,-11.91,50.24,32.35,10.48,44.25,2.13,6.93,62.15,51.48,3.74,20.65,21.07,35.05,34.62,52.11,2,Semi-Loose Neutral Players
6091,gq825,504065.0,-4.85,24.11,8.82,2.39,79.79,1.96,11.42,72.03,54.84,0.68,36.16,37.79,24.39,24.3,56.93,0,Balanced Semi-Loose Players
6092,GQKU2917,15340.0,2.37,40.95,14.39,6.28,66.03,1.45,3.99,60.11,48.85,5.87,34.86,38.6,27.04,28.47,52.02,0,Balanced Semi-Loose Players
6093,GR7721,1250.0,12.29,41.02,12.25,0.0,43.24,2.6,31.37,71.08,51.35,5.21,39.5,54.46,23.61,30.48,46.78,5,Tight Passive Rocks
6094,Gr8.2b.in.PA,14605.0,-14.85,40.18,18.62,0.95,52.89,2.65,18.81,77.62,50.0,10.63,47.4,24.33,24.39,25.06,42.93,5,Tight Passive Rocks
6095,Gr8Dead76,1548.0,-4.21,58.11,22.77,17.65,44.54,2.16,14.18,58.78,52.24,7.1,29.55,42.08,27.63,26.52,43.23,2,Semi-Loose Neutral Players
6096,Grabelly,1056.0,-40.28,27.02,1.95,8.33,82.35,2.05,34.48,46.15,66.67,0.0,50.0,53.68,30.43,27.5,51.95,4,Overly Aggressive Semi-Loose Players
6097,GraceeETucker$,11209.0,-46.28,38.79,17.65,10.57,48.81,1.33,13.23,64.73,15.68,10.55,38.77,41.6,43.69,41.22,40.25,1,Loose Passive Callers
6098,graciejaxs,2154.0,-28.41,54.57,28.85,10.53,41.92,1.69,4.7,71.89,46.21,7.69,40.08,31.48,45.69,33.47,38.08,2,Semi-Loose Neutral Players
6099,GRADY1965,1845.0,-36.34,60.34,15.44,3.51,39.84,1.68,24.21,76.67,53.85,0.0,50.18,39.14,21.99,32.92,51.74,4,Overly Aggressive Semi-Loose Players
6101,grahamcracker69,41596.0,-5.03,24.3,20.18,4.27,65.23,2.96,5.23,67.49,49.86,6.01,38.54,28.91,24.18,25.32,50.84,0,Balanced Semi-Loose Players
6102,GRAHAMS709,5109.0,-40.29,63.1,14.59,5.95,34.88,1.02,16.4,38.21,54.44,2.83,33.51,40.09,35.94,33.94,46.09,1,Loose Passive Callers
6103,grammaevans6,1110.0,-47.6,72.14,15.56,6.45,51.22,1.74,3.42,71.91,56.39,4.79,41.35,27.23,34.29,29.81,55.83,1,Loose Passive Callers
6104,Grand Wazu,1130.0,42.28,39.71,20.33,0.0,61.7,3.34,10.77,72.95,61.54,3.8,31.55,31.52,31.58,23.74,55.32,0,Balanced Semi-Loose Players
6106,GrandmaDebbie,1692.0,54.79,45.23,6.7,26.67,62.5,1.79,2.89,48.33,59.39,10.11,26.97,28.51,30.86,26.86,50.99,0,Balanced Semi-Loose Players
